0.445116	0.174446	-nan	
0.352208	0.137458	-nan	
0.276336	0.072317	-nan	
0.296546	0.220535	-nan	
0.447501	0.274418	-nan	
0.200826	0.249475	-nan	
0.190757	0.348967	-nan	
0.256268	0.333862	-nan	
0.265803	0.0196402	-nan	
0.214089	0.446206	-nan	
0.465405	0.360476	-nan	
0.142147	0.369267	-nan	
0.319989	0.177024	-nan	
0.343931	0.0829871	-nan	
0.220052	0.440038	-nan	
0.414601	0.165169	-nan	
0.114484	0.446686	-nan	
0.17518	0.343335	-nan	
0.478234	0.29432	-nan	
0.31957	0.430233	-nan	
0.21978	0.461985	-nan	
0.199218	0.407383	-nan	
0.342109	0.455486	-nan	
0.241245	0.107912	-nan	
0.47512	0.460003	-nan	
0.07383	0.440531	-nan	
0.32054	0.215977	-nan	
0.309798	0.14053	-nan	
0.393001	0.153729	-nan	
0.223517	0.113053	-nan	
0.125332	0.13202	-nan	
0.278222	0.208251	-nan	
0.0848035	0.453402	-nan	
0.0523016	0.0637075	-nan	
0.247722	0.380238	-nan	
0.492376	0.467502	-nan	
0.342223	0.191594	-nan	
0.374885	0.184332	-nan	
0.14708	0.116131	-nan	
0.292244	0.122206	-nan	
0.0761949	0.366074	-nan	
0.0627375	0.396735	-nan	
0.082051	0.372536	-nan	
0.0372649	0.475052	-nan	
0.0333478	0.275719	-nan	
0.0881053	0.120031	-nan	
0.398899	0.366327	-nan	
0.328282	0.483703	-nan	
0.319729	0.379867	-nan	
0.0467402	0.0674512	-nan	
0.260105	0.0391161	-nan	
0.0349532	0.102328	-nan	
0.23071	0.409839	-nan	
0.286659	0.37779	-nan	
0.0259694	0.0789036	-nan	
0.499997	0.102164	-nan	
0.444978	0.0627342	-nan	
0.498899	0.0270288	-nan	
0.43527	0.0361644	-nan	
0.0020808	0.461535	-nan	
0.296946	0.0901861	-nan	
0.0815658	0.195845	-nan	
0.456513	0.409848	-nan	
0.179548	0.276243	-nan	
0.289715	0.226288	-nan	
0.343694	0.04982	-nan	
0.265404	0.378647	-nan	
0.152148	0.496114	-nan	
0.288486	0.438807	-nan	
0.373905	0.314455	-nan	
0.0177105	0.373901	-nan	
0.416619	0.462688	-nan	
0.436636	0.415519	-nan	
0.489717	0.371906	-nan	
0.451683	0.491798	-nan	
0.33344	0.248629	-nan	
0.081984	0.415006	-nan	
0.444474	0.0384973	-nan	
0.324853	0.124022	-nan	
0.31474	0.114568	-nan	
0.35031	0.158434	-nan	
0.164389	0.115714	-nan	
0.0370805	0.316536	-nan	
0.111828	0.325566	-nan	
0.255343	0.485733	-nan	
0.140021	0.273053	-nan	
0.359634	0.0566403	-nan	
0.235742	0.29627	-nan	
0.472159	0.225459	-nan	
0.168176	0.423842	-nan	
0.217257	0.00161573	-nan	
0.172471	0.299241	-nan	
0.416622	0.116946	-nan	
0.337738	0.241475	-nan	
0.240968	0.152478	-nan	
0.356044	0.0912779	-nan	
0.310911	0.0204322	-nan	
