10.461230, 43.533611, 3.974131
26.003449, -12.464094, 2.129130
46.176350, 33.043401, 2.009594
-36.461102, 33.996136, 3.732727
23.943871, 1.482470, 3.590406
23.576494, -8.256333, 0.554920
9.209663, 48.065225, 0.843274
41.688072, -42.913463, 1.262473
6.063866, 17.309753, 2.452500
42.571153, 41.756092, 0.741406
-13.046530, 2.217323, 0.515082
-13.785633, -21.779229, 1.828839
32.760938, -25.602879, 1.235358
-24.107818, -12.063981, 0.675223
-31.744200, -38.120110, 2.477109
-43.446890, 35.456385, 3.938138
-41.877759, -5.333952, 3.870421
-32.069918, -13.645879, 0.618449
-10.284983, 42.417987, 2.974291
45.500729, 34.989140, 2.685754
-47.601957, -28.057390, 1.013360
-47.171032, 8.156977, 2.001087
-9.204201, -9.082085, 2.854986
11.806032, 16.810097, 0.682747
16.812401, 35.065897, 1.098543
-26.698760, 41.619008, 0.589517
-28.466253, 49.741249, 2.152828
-32.168522, -32.328669, 3.425223
-28.784254, 7.386348, 3.159852
41.909767, 2.887077, 2.634472
4.359881, 5.285120, 3.402464
19.027317, 8.114087, 1.937958
-38.084475, 48.909886, 3.370085
29.200853, 10.715918, 2.208438
34.422201, -22.471681, 1.685745
-48.476561, 0.829560, 1.392410
-45.918938, 22.363306, 1.383354
1.304732, 40.194784, 2.001850
-15.117477, -38.589470, 0.510372
-39.121699, -46.679702, 2.361420
21.863220, 7.680179, 0.796399
4.790748, -23.292504, 2.830392
45.875254, -11.376979, 2.792238
27.877676, -32.176126, 1.417295
-23.309806, -47.753925, 2.380787
10.568610, -46.230486, 0.659821
36.066034, -42.149425, 3.192537
-38.695294, 9.155307, 2.849354
4.214710, 44.037831, 3.248723
4.511062, -45.083868, 3.364933
-42.305509, 26.779352, 1.883740
-33.836961, -18.429900, 2.818502
32.745675, -22.554645, 0.670308
-1.761803, -44.676970, 1.294143
24.446638, -17.986776, 1.372756
-21.816603, 42.581835, 1.504689
-17.250283, 28.647868, 1.779459
-40.320658, 39.952575, 3.849895
26.803753, -5.832715, 3.641219
5.338693, 48.678347, 3.813283
-12.806069, -43.627162, 3.000561
26.729348, -27.464123, 0.605514
-7.027740, -44.718447, 1.566102
-2.161807, 3.519750, 1.752408
20.528000, -22.033612, 2.872871
45.463882, 6.149785, 2.613235
-25.830723, 38.899502, 1.865910
10.725248, 48.578845, 1.514250
6.436526, 25.382597, 3.060105
-3.814365, -19.278710, 3.013847
-9.149124, 17.915221, 3.236897
-37.704531, -5.355431, 0.525652
-34.689838, 37.616829, 0.710507
-4.229790, -14.544978, 2.583698
31.553288, -44.016978, 3.562522
-0.650410, -48.553096, 2.027764
-40.272273, -24.383819, 1.639247
-1.246268, 36.341429, 1.589506
27.732312, -7.222045, 0.727897
0.878177, 38.963590, 1.803142
-27.297612, -20.185534, 0.680175
-49.100562, -7.890065, 2.242735
-48.367635, 7.420098, 1.809324
-42.353155, -46.809692, 3.050250
17.181076, 34.743596, 3.259655
4.681693, -15.906814, 3.310297
48.332097, -6.179087, 0.706863
-19.117998, 42.574645, 3.728813
12.010751, 20.306957, 1.726042
18.522098, -28.814866, 1.339768
-44.245265, -6.112477, 2.383274
-39.097407, -5.213039, 7.836710
10.695020, -3.580674, 6.133514
48.104275, 4.066172, 6.261127
20.968552, -28.752753, 5.650870
-0.184149, 25.928941, 7.014598
-19.889947, 24.261037, 4.767434
-13.979564, -44.856961, 4.470420
-21.727751, 17.153790, 7.282698
13.302016, -14.324112, 4.130104
